-------------------------------------------------------
Greedy experiments over ScaleFree
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
32, 919.5897060495985, 35.99999999999952
33, 899.0461048354007, 37.12499999999987
34, 919.3810634990359, 38.24999999999953
35, 897.5028549526454, 39.37500000000017
36, 916.8101589924456, 40.499999999999616
37, 940.3131028457249, 41.62499999999991
38, 916.2856722385956, 42.749999999999574
39, 938.4701517356932, 43.87499999999931
40, 934.3629887970822, 44.999999999999595
41, 930.7596124889324, 46.124999999999936
42, 932.3088974824441, 47.249999999999794
43, 943.3118111292031, 48.37499999999961
44, 956.239071715215, 49.49999999999979
45, 948.6643280307915, 50.62500000000017
46, 953.2897808650632, 51.74999999999974
47, 960.8551896119836, 52.87499999999981
48, 970.423124084152, 53.999999999999886
49, 934.4903409805884, 55.12499999999951
50, 960.0682280327488, 56.25000000000013
51, 967.7220721990327, 57.374999999999986
52, 960.8963977869364, 58.499999999999616
53, 979.7039865558343, 59.624999999999396
54, 978.1868039193362, 60.750000000000114
55, 990.0634423723479, 61.874999999999865
56, 985.3591054112612, 62.99999999999975
57, 999.0783352191687, 64.1249999999995
58, 983.0007372730759, 65.24999999999935
59, 967.7159003736782, 66.37500000000018
60, 979.3837049426844, 67.50000000000016
61, 988.5697850476456, 68.62499999999916
62, 978.7970547863863, 69.74999999999953
63, 987.3041958879749, 70.87500000000026
64, 991.8062582618734, 71.99999999999903
65, 995.9341383898897, 73.12499999999986
66, 989.8412952090263, 74.24999999999974
67, 978.7956435537587, 75.37499999999893
68, 995.998730462871, 76.49999999999906
69, 1007.4194818121541, 77.62499999999936
70, 1016.4112614216535, 78.75000000000034
71, 1029.7272436873634, 79.87499999999946
72, 1018.9488882693051, 80.99999999999923
73, 1018.1662452865925, 82.12499999999908
74, 1008.5606990396406, 83.24999999999982
75, 998.4050769680571, 84.3749999999995
76, 1030.8542508316943, 85.49999999999915
77, 1012.5542680168503, 86.6250000000002
78, 1013.4744395988882, 87.74999999999862
79, 1022.1542309586355, 88.87499999999935
80, 1020.3715331349924, 89.99999999999919
81, 1023.3393655935597, 91.1250000000003
82, 1029.2515352949358, 92.24999999999987
83, 1036.2593011272518, 93.3749999999989
84, 1020.3737769741012, 94.49999999999959
85, 1034.2606548836295, 95.62499999999986
86, 1048.5121609272246, 96.74999999999922
87, 1031.2179212626706, 97.87499999999905
88, 1041.3092603780567, 98.99999999999957
89, 1047.1495851287887, 100.12499999999974
90, 1060.7350792894467, 101.25000000000034
91, 1036.7769537419354, 102.37499999999868
92, 1053.3816570212753, 103.49999999999947
93, 1057.3049110034488, 104.62499999999989
94, 1066.4457020602429, 105.74999999999962
95, 1035.082362832498, 106.87499999999991
96, 1057.149487660732, 107.99999999999977
97, 1055.517151301747, 109.12499999999957
98, 1063.2105491583184, 110.24999999999902
99, 1077.3046844073247, 111.375
100, 1052.0331462440927, 112.50000000000026
101, 1035.4160300951924, 113.62499999999962
--- Parameters: [0.33, 0.33, 0.33] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 558.1505918472096, 1.124999999999985
2, 615.9408450806142, 2.24999999999997
3, 697.5156906703496, 3.374999999999993
4, 694.6375444741466, 4.49999999999994
5, 716.636249458368, 5.624999999999949
6, 724.1113490311102, 6.749999999999986
7, 735.3538999395064, 7.874999999999969
8, 748.4804163663664, 8.99999999999988
9, 755.1393253827034, 10.124999999999904
10, 776.1389781139032, 11.249999999999899
11, 794.7132760386078, 12.374999999999947
12, 784.6227222058568, 13.499999999999972
13, 786.0139223401723, 14.624999999999904
14, 835.7756010305742, 15.749999999999938
15, 815.1842480718465, 16.87500000000004
16, 828.1300842508668, 17.99999999999976
17, 815.3511963942275, 19.124999999999766
18, 838.6406748562995, 20.249999999999808
19, 852.6298073902319, 21.374999999999787
20, 838.2646739387046, 22.499999999999797
21, 848.5902101870417, 23.624999999999897
22, 874.9852975211991, 24.749999999999893
23, 851.2162602750832, 25.87499999999987
24, 862.1673938325599, 26.999999999999943
25, 884.0193689828204, 28.125000000000064
26, 885.7003222879415, 29.249999999999808
27, 856.7529179966002, 30.375000000000057
28, 900.135797060468, 31.499999999999876
29, 882.5290491689624, 32.62499999999967
30, 896.7542734883571, 33.75000000000008
31, 887.7242431438148, 34.874999999999766
32, 890.8179355394732, 35.99999999999952
33, 917.4794007320343, 37.12499999999987
34, 896.6335194727184, 38.24999999999953
35, 902.7136912349997, 39.37500000000017
36, 896.6566941542809, 40.499999999999616
37, 924.935330315024, 41.62499999999991
38, 935.9731114497829, 42.749999999999574
39, 947.2324666064267, 43.87499999999931
40, 937.2759159823812, 44.999999999999595
41, 937.4957419155764, 46.124999999999936
42, 924.3383864640349, 47.249999999999794
43, 934.171213105193, 48.37499999999961
44, 933.5441736329074, 49.49999999999979
45, 955.8312771511453, 50.62500000000017
46, 946.7186184011669, 51.74999999999974
47, 968.5313534381839, 52.87499999999981
48, 950.5833698511424, 53.999999999999886
49, 964.6338177429222, 55.12499999999951
50, 945.8907462289623, 56.25000000000013
51, 950.7855592581897, 57.374999999999986
52, 967.1642900877462, 58.499999999999616
53, 968.6801215411069, 59.624999999999396
54, 962.1556328938138, 60.750000000000114
55, 966.5623418002382, 61.874999999999865
56, 974.9658460878127, 62.99999999999975
57, 983.169067081798, 64.1249999999995
58, 977.6887536436901, 65.24999999999935
59, 958.7410978483427, 66.37500000000018
60, 982.7947200765259, 67.50000000000016
61, 974.406950037989, 68.62499999999916
62, 989.5473354431391, 69.74999999999953
63, 991.6222467232558, 70.87500000000026
64, 990.9213491202174, 71.99999999999903
65, 1002.9009124659275, 73.12499999999986
66, 1008.2771514680686, 74.24999999999974
67, 1014.9158440639574, 75.37499999999893
68, 1002.343941054962, 76.49999999999906
69, 998.2997840064703, 77.62499999999936
70, 1019.8697398091177, 78.75000000000034
71, 1022.6419404662793, 79.87499999999946
72, 1019.0579767208856, 80.99999999999923
73, 1012.0717917002403, 82.12499999999908
74, 1007.943471171129, 83.24999999999982
75, 1018.9702243400865, 84.3749999999995
76, 998.7630211510007, 85.49999999999915
77, 1036.464475741561, 86.6250000000002
78, 1004.5094069836634, 87.74999999999862
79, 1019.0422410941013, 88.87499999999935
80, 1019.5459967392659, 89.99999999999919
81, 1030.0359857203478, 91.1250000000003
82, 1032.1076105114826, 92.24999999999987
83, 1042.8088906820833, 93.3749999999989
84, 1038.7421883581862, 94.49999999999959
85, 1052.126643782614, 95.62499999999986
86, 1041.8188413145394, 96.74999999999922
87, 1058.3302368275151, 97.87499999999905
88, 1049.802133655403, 98.99999999999957
89, 1054.172197300141, 100.12499999999974
90, 1050.2631415418914, 101.25000000000034
91, 1052.7904475839546, 102.37499999999868
92, 1050.7897809243307, 103.49999999999947
93, 1045.2769330367098, 104.62499999999989
94, 1047.072712285863, 105.74999999999962
95, 1049.861568143297, 106.87499999999991
96, 1041.2205345789139, 107.99999999999977
97, 1062.1022874163552, 109.12499999999957
98, 1051.363239865263, 110.24999999999902
99, 1052.5519533672182, 111.375
100, 1058.2517380519378, 112.50000000000026
101, 1061.077963864082, 113.62499999999962

